,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
89,14,18,23,2,17,12,13,5,0,2,37
90,1,16,21,9,58,65,104,30,28,1,25
91,16,21,9,58,65,104,30,28,1,25,19
92,21,9,58,65,104,30,28,1,25,19,0
93,9,58,65,104,30,28,1,25,19,0,104
94,58,65,104,30,28,1,25,19,0,104,0
95,65,104,30,28,1,25,19,0,104,0,96
96,3,3,1,3,1,4,0,5,23,2,0
97,30,10,1,19,12,8,3,6,11,35,8
98,10,1,19,12,8,3,6,11,35,8,20
99,1,19,12,8,3,6,11,35,8,20,16
100,2,2,24,21,21,11,19,4,44,5,26
101,2,24,21,21,11,19,4,44,5,26,23
102,24,21,21,11,19,4,44,5,26,23,32
103,21,21,11,19,4,44,5,26,23,32,41
104,21,11,19,4,44,5,26,23,32,41,25
105,11,19,4,44,5,26,23,32,41,25,21
106,19,4,44,5,26,23,32,41,25,21,0
107,4,44,5,26,23,32,41,25,21,0,44
108,44,5,26,23,32,41,25,21,0,44,25
109,5,26,23,32,41,25,21,0,44,25,49
110,26,23,32,41,25,21,0,44,25,49,30
111,23,32,41,25,21,0,44,25,49,30,38
112,32,41,25,21,0,44,25,49,30,38,27
113,41,25,21,0,44,25,49,30,38,27,9
114,28,19,10,0,4,17,9,0,2,46,1
115,19,10,0,4,17,9,0,2,46,1,20
116,10,0,4,17,9,0,2,46,1,20,27
117,0,4,17,9,0,2,46,1,20,27,11
118,4,17,9,0,2,46,1,20,27,11,0
119,17,9,0,2,46,1,20,27,11,0,51
120,9,0,2,46,1,20,27,11,0,51,35
121,0,2,46,1,20,27,11,0,51,35,22
122,2,46,1,20,27,11,0,51,35,22,18
123,46,1,20,27,11,0,51,35,22,18,12
124,1,20,27,11,0,51,35,22,18,12,1
125,20,27,11,0,51,35,22,18,12,1,1
126,27,11,0,51,35,22,18,12,1,1,29
127,11,0,51,35,22,18,12,1,1,29,1
128,0,51,35,22,18,12,1,1,29,1,29
129,51,35,22,18,12,1,1,29,1,29,3
130,35,22,18,12,1,1,29,1,29,3,11
131,22,18,12,1,1,29,1,29,3,11,28
132,18,12,1,1,29,1,29,3,11,28,16
133,12,1,1,29,1,29,3,11,28,16,4
134,1,1,29,1,29,3,11,28,16,4,92
135,1,29,1,29,3,11,28,16,4,92,15
136,29,1,29,3,11,28,16,4,92,15,20
137,1,29,3,11,28,16,4,92,15,20,1
138,29,3,11,28,16,4,92,15,20,1,17
139,3,11,28,16,4,92,15,20,1,17,75
140,11,28,16,4,92,15,20,1,17,75,7
141,28,16,4,92,15,20,1,17,75,7,27
142,16,4,92,15,20,1,17,75,7,27,89
143,4,21,23,1,14,19,6,0,4,11,3
144,21,23,1,14,19,6,0,4,11,3,3
145,23,1,14,19,6,0,4,11,3,3,19
146,1,14,19,6,0,4,11,3,3,19,4
147,14,19,6,0,4,11,3,3,19,4,8
148,19,6,0,4,11,3,3,19,4,8,14
149,6,0,4,11,3,3,19,4,8,14,14
150,0,4,11,3,3,19,4,8,14,14,25
151,4,11,3,3,19,4,8,14,14,25,4
152,11,3,3,19,4,8,14,14,25,4,1
153,3,3,19,4,8,14,14,25,4,1,5
154,3,19,4,8,14,14,25,4,1,5,7
155,0,23,8,7,10,2,2,0,2,19,16
156,23,8,7,10,2,2,0,2,19,16,13
157,8,7,10,2,2,0,2,19,16,13,1
158,7,10,2,2,0,2,19,16,13,1,0
159,10,2,2,0,2,19,16,13,1,0,4
160,2,2,0,2,19,16,13,1,0,4,8
161,2,0,2,19,16,13,1,0,4,8,1
162,0,2,19,16,13,1,0,4,8,1,4
163,2,19,16,13,1,0,4,8,1,4,6
164,19,16,13,1,0,4,8,1,4,6,0
165,35,19,1,9,7,10,1,65,1,9,13
166,19,1,9,7,10,1,65,1,9,13,2
167,1,9,7,10,1,65,1,9,13,2,18
168,9,7,10,1,65,1,9,13,2,18,0
169,7,10,1,65,1,9,13,2,18,0,32
170,10,1,65,1,9,13,2,18,0,32,50
171,1,65,1,9,13,2,18,0,32,50,26
172,65,1,9,13,2,18,0,32,50,26,4
173,1,9,13,2,18,0,32,50,26,4,11
174,9,13,2,18,0,32,50,26,4,11,1
175,13,2,18,0,32,50,26,4,11,1,0
176,2,18,0,32,50,26,4,11,1,0,23
177,18,0,32,50,26,4,11,1,0,23,66
178,0,32,50,26,4,11,1,0,23,66,25
179,32,50,26,4,11,1,0,23,66,25,32
180,50,26,4,11,1,0,23,66,25,32,1
181,26,4,11,1,0,23,66,25,32,1,0
182,4,11,1,0,23,66,25,32,1,0,0
183,11,1,0,23,66,25,32,1,0,0,6
184,1,0,23,66,25,32,1,0,0,6,19
185,0,23,66,25,32,1,0,0,6,19,23
186,23,66,25,32,1,0,0,6,19,23,7
187,66,25,32,1,0,0,6,19,23,7,9
188,25,32,1,0,0,6,19,23,7,9,5
189,32,1,0,0,6,19,23,7,9,5,16
190,1,0,0,6,19,23,7,9,5,16,36
191,0,0,6,19,23,7,9,5,16,36,46
192,0,6,19,23,7,9,5,16,36,46,26
193,6,19,23,7,9,5,16,36,46,26,58
194,19,23,7,9,5,16,36,46,26,58,21
195,23,7,9,5,16,36,46,26,58,21,17
196,7,9,5,16,36,46,26,58,21,17,0
197,9,5,16,36,46,26,58,21,17,0,48
198,5,16,36,46,26,58,21,17,0,48,34
199,16,36,46,26,58,21,17,0,48,34,0
200,36,46,26,58,21,17,0,48,34,0,93
201,46,26,58,21,17,0,48,34,0,93,23
202,26,58,21,17,0,48,34,0,93,23,3
203,58,21,17,0,48,34,0,93,23,3,10
204,21,17,0,48,34,0,93,23,3,10,21
205,17,0,48,34,0,93,23,3,10,21,15
206,0,48,34,0,93,23,3,10,21,15,37
207,8,8,16,0,11,13,1,1,0,26,24
208,8,16,0,11,13,1,1,0,26,24,4
209,16,0,11,13,1,1,0,26,24,4,16
210,0,11,13,1,1,0,26,24,4,16,0
211,11,13,1,1,0,26,24,4,16,0,13
212,13,1,1,0,26,24,4,16,0,13,47
213,1,1,0,26,24,4,16,0,13,47,5
214,1,0,26,24,4,16,0,13,47,5,5
215,0,26,24,4,16,0,13,47,5,5,11
216,26,24,4,16,0,13,47,5,5,11,1
217,24,4,16,0,13,47,5,5,11,1,10
218,4,16,0,13,47,5,5,11,1,10,2
219,16,0,13,47,5,5,11,1,10,2,3
220,0,13,47,5,5,11,1,10,2,3,6
221,13,47,5,5,11,1,10,2,3,6,11
222,47,5,5,11,1,10,2,3,6,11,1
223,5,5,11,1,10,2,3,6,11,1,16
224,3,1,4,5,1,1,1,0,4,0,4
225,1,4,5,1,1,1,0,4,0,4,1
226,4,5,1,1,1,0,4,0,4,1,1
227,5,1,1,1,0,4,0,4,1,1,1
228,1,1,1,0,4,0,4,1,1,1,0
229,1,1,0,4,0,4,1,1,1,0,8
230,1,0,4,0,4,1,1,1,0,8,2
231,0,0,2,1,0,0,2,4,2,0,2
232,0,2,1,0,0,2,4,2,0,2,0
233,2,1,0,0,2,4,2,0,2,0,6
234,1,0,0,2,4,2,0,2,0,6,6
235,0,0,2,4,2,0,2,0,6,6,1
236,0,2,4,2,0,2,0,6,6,1,5
237,2,4,2,0,2,0,6,6,1,5,2
238,4,2,0,2,0,6,6,1,5,2,0
239,2,0,2,0,6,6,1,5,2,0,3
240,0,2,0,6,6,1,5,2,0,3,3
241,39,47,43,23,57,3,0,4,36,45,4
242,47,43,23,57,3,0,4,36,45,4,7
243,43,23,57,3,0,4,36,45,4,7,5
244,23,57,3,0,4,36,45,4,7,5,49
245,57,3,0,4,36,45,4,7,5,49,38
246,3,0,4,36,45,4,7,5,49,38,39
247,0,4,36,45,4,7,5,49,38,39,33
248,4,36,45,4,7,5,49,38,39,33,36
249,36,45,4,7,5,49,38,39,33,36,28
250,45,4,7,5,49,38,39,33,36,28,21
251,4,7,5,49,38,39,33,36,28,21,31
252,7,5,49,38,39,33,36,28,21,31,1
253,5,49,38,39,33,36,28,21,31,1,85
254,49,38,39,33,36,28,21,31,1,85,61
255,38,39,33,36,28,21,31,1,85,61,18
256,39,33,36,28,21,31,1,85,61,18,7
257,33,36,28,21,31,1,85,61,18,7,8
258,36,28,21,31,1,85,61,18,7,8,37
259,28,21,31,1,85,61,18,7,8,37,58
260,21,31,1,85,61,18,7,8,37,58,10
261,31,1,85,61,18,7,8,37,58,10,18
262,1,85,61,18,7,8,37,58,10,18,128
263,85,61,18,7,8,37,58,10,18,128,38
264,61,18,7,8,37,58,10,18,128,38,0
265,18,7,8,37,58,10,18,128,38,0,4
266,7,8,37,58,10,18,128,38,0,4,43
267,8,37,58,10,18,128,38,0,4,43,0
268,37,58,10,18,128,38,0,4,43,0,17
269,58,10,18,128,38,0,4,43,0,17,46
270,10,18,128,38,0,4,43,0,17,46,38
271,18,128,38,0,4,43,0,17,46,38,16
272,128,38,0,4,43,0,17,46,38,16,27
273,38,0,4,43,0,17,46,38,16,27,2
274,0,4,43,0,17,46,38,16,27,2,69
275,4,43,0,17,46,38,16,27,2,69,97
276,43,0,17,46,38,16,27,2,69,97,78
277,0,17,46,38,16,27,2,69,97,78,5
278,17,46,38,16,27,2,69,97,78,5,26
279,46,38,16,27,2,69,97,78,5,26,2
280,38,16,27,2,69,97,78,5,26,2,4
281,16,27,2,69,97,78,5,26,2,4,20
282,27,2,69,97,78,5,26,2,4,20,53
283,2,69,97,78,5,26,2,4,20,53,27
284,69,97,78,5,26,2,4,20,53,27,3
285,97,78,5,26,2,4,20,53,27,3,56
286,78,5,26,2,4,20,53,27,3,56,51
287,5,26,2,4,20,53,27,3,56,51,0
288,26,2,4,20,53,27,3,56,51,0,6
289,2,4,20,53,27,3,56,51,0,6,4
290,4,20,53,27,3,56,51,0,6,4,15
291,20,53,27,3,56,51,0,6,4,15,78
292,53,27,3,56,51,0,6,4,15,78,25
293,27,3,56,51,0,6,4,15,78,25,5
294,3,56,51,0,6,4,15,78,25,5,23
295,56,51,0,6,4,15,78,25,5,23,6
296,51,0,6,4,15,78,25,5,23,6,39
297,0,6,4,15,78,25,5,23,6,39,24
298,6,4,15,78,25,5,23,6,39,24,15
299,4,15,78,25,5,23,6,39,24,15,26
300,15,78,25,5,23,6,39,24,15,26,51
301,78,25,5,23,6,39,24,15,26,51,6
302,25,5,23,6,39,24,15,26,51,6,1
303,5,23,6,39,24,15,26,51,6,1,34
304,23,6,39,24,15,26,51,6,1,34,44
305,6,39,24,15,26,51,6,1,34,44,44
306,39,24,15,26,51,6,1,34,44,44,7
307,24,15,26,51,6,1,34,44,44,7,39
308,15,26,51,6,1,34,44,44,7,39,79
309,26,51,6,1,34,44,44,7,39,79,38
310,51,6,1,34,44,44,7,39,79,38,15
311,6,1,34,44,44,7,39,79,38,15,2
312,1,34,44,44,7,39,79,38,15,2,35
313,34,44,44,7,39,79,38,15,2,35,64
314,44,44,7,39,79,38,15,2,35,64,42
315,44,7,39,79,38,15,2,35,64,42,39
316,7,39,79,38,15,2,35,64,42,39,32
317,39,79,38,15,2,35,64,42,39,32,69
318,79,38,15,2,35,64,42,39,32,69,20
319,38,15,2,35,64,42,39,32,69,20,28
320,15,2,35,64,42,39,32,69,20,28,14
321,2,35,64,42,39,32,69,20,28,14,15
322,35,64,42,39,32,69,20,28,14,15,14
323,64,42,39,32,69,20,28,14,15,14,34
324,42,39,32,69,20,28,14,15,14,34,13
325,39,32,69,20,28,14,15,14,34,13,37
326,32,69,20,28,14,15,14,34,13,37,7
327,69,20,28,14,15,14,34,13,37,7,21
328,4,1,14,17,3,2,22,6,7,16,23
329,1,14,17,3,2,22,6,7,16,23,14
330,14,17,3,2,22,6,7,16,23,14,17
331,17,3,2,22,6,7,16,23,14,17,13
332,3,2,22,6,7,16,23,14,17,13,25
333,2,22,6,7,16,23,14,17,13,25,24
334,22,6,7,16,23,14,17,13,25,24,24
335,6,7,16,23,14,17,13,25,24,24,8
336,7,16,23,14,17,13,25,24,24,8,3
337,16,23,14,17,13,25,24,24,8,3,19
338,23,14,17,13,25,24,24,8,3,19,20
339,14,17,13,25,24,24,8,3,19,20,24
340,17,13,25,24,24,8,3,19,20,24,14
341,13,25,24,24,8,3,19,20,24,14,1
342,25,24,24,8,3,19,20,24,14,1,19
343,24,24,8,3,19,20,24,14,1,19,25
344,24,8,3,19,20,24,14,1,19,25,12
345,8,3,19,20,24,14,1,19,25,12,33
346,3,19,20,24,14,1,19,25,12,33,22
347,19,20,24,14,1,19,25,12,33,22,23
348,20,24,14,1,19,25,12,33,22,23,4
349,24,14,1,19,25,12,33,22,23,4,38
350,14,1,19,25,12,33,22,23,4,38,7
351,1,19,25,12,33,22,23,4,38,7,10
352,19,25,12,33,22,23,4,38,7,10,12
353,25,12,33,22,23,4,38,7,10,12,21
354,12,33,22,23,4,38,7,10,12,21,3
355,33,22,23,4,38,7,10,12,21,3,3
356,22,23,4,38,7,10,12,21,3,3,6
357,23,4,38,7,10,12,21,3,3,6,11
358,4,38,7,10,12,21,3,3,6,11,7
359,38,7,10,12,21,3,3,6,11,7,62
360,7,10,12,21,3,3,6,11,7,62,17
361,10,12,21,3,3,6,11,7,62,17,13
362,12,21,3,3,6,11,7,62,17,13,11
363,21,3,3,6,11,7,62,17,13,11,37
364,3,3,6,11,7,62,17,13,11,37,37
365,3,6,11,7,62,17,13,11,37,37,7
366,6,11,7,62,17,13,11,37,37,7,14
367,11,7,62,17,13,11,37,37,7,14,9
368,7,62,17,13,11,37,37,7,14,9,17
369,62,17,13,11,37,37,7,14,9,17,15
370,17,13,11,37,37,7,14,9,17,15,11
371,13,11,37,37,7,14,9,17,15,11,31
372,11,37,37,7,14,9,17,15,11,31,21
373,37,37,7,14,9,17,15,11,31,21,6
374,37,7,14,9,17,15,11,31,21,6,22
375,7,14,9,17,15,11,31,21,6,22,18
376,14,9,17,15,11,31,21,6,22,18,20
377,9,17,15,11,31,21,6,22,18,20,26
378,17,15,11,31,21,6,22,18,20,26,27
379,15,11,31,21,6,22,18,20,26,27,6
380,11,31,21,6,22,18,20,26,27,6,8
381,31,21,6,22,18,20,26,27,6,8,4
382,21,6,22,18,20,26,27,6,8,4,36
383,6,22,18,20,26,27,6,8,4,36,18
384,22,18,20,26,27,6,8,4,36,18,9
385,18,20,26,27,6,8,4,36,18,9,11
386,20,26,27,6,8,4,36,18,9,11,21
387,26,27,6,8,4,36,18,9,11,21,19
388,27,6,8,4,36,18,9,11,21,19,23
389,6,8,4,36,18,9,11,21,19,23,19
390,8,4,36,18,9,11,21,19,23,19,28
391,4,36,18,9,11,21,19,23,19,28,19
392,36,18,9,11,21,19,23,19,28,19,18
393,18,9,11,21,19,23,19,28,19,18,7
394,9,11,21,19,23,19,28,19,18,7,20
395,11,21,19,23,19,28,19,18,7,20,19
396,21,19,23,19,28,19,18,7,20,19,15
397,19,23,19,28,19,18,7,20,19,15,1
398,23,19,28,19,18,7,20,19,15,1,16
399,19,28,19,18,7,20,19,15,1,16,0
400,28,19,18,7,20,19,15,1,16,0,23
401,19,18,7,20,19,15,1,16,0,23,42
402,18,7,20,19,15,1,16,0,23,42,36
403,7,20,19,15,1,16,0,23,42,36,0
404,20,19,15,1,16,0,23,42,36,0,12
405,19,15,1,16,0,23,42,36,0,12,11
406,15,1,16,0,23,42,36,0,12,11,0
407,1,16,0,23,42,36,0,12,11,0,2
408,16,0,23,42,36,0,12,11,0,2,8
409,0,23,42,36,0,12,11,0,2,8,9
410,23,42,36,0,12,11,0,2,8,9,33
411,42,36,0,12,11,0,2,8,9,33,26
412,36,0,12,11,0,2,8,9,33,26,10
413,0,12,11,0,2,8,9,33,26,10,23
414,12,11,0,2,8,9,33,26,10,23,21
415,11,0,2,8,9,33,26,10,23,21,22
416,0,2,8,9,33,26,10,23,21,22,15
417,2,8,9,33,26,10,23,21,22,15,0
418,8,9,33,26,10,23,21,22,15,0,6
419,9,33,26,10,23,21,22,15,0,6,18
420,33,26,10,23,21,22,15,0,6,18,11
421,26,10,23,21,22,15,0,6,18,11,1
422,10,23,21,22,15,0,6,18,11,1,16
423,23,21,22,15,0,6,18,11,1,16,33
424,21,22,15,0,6,18,11,1,16,33,27
425,22,15,0,6,18,11,1,16,33,27,25
426,15,0,6,18,11,1,16,33,27,25,3
427,0,6,18,11,1,16,33,27,25,3,9
428,6,18,11,1,16,33,27,25,3,9,1
429,18,11,1,16,33,27,25,3,9,1,20
430,11,1,16,33,27,25,3,9,1,20,11
431,1,16,33,27,25,3,9,1,20,11,12
432,16,33,27,25,3,9,1,20,11,12,12
433,33,27,25,3,9,1,20,11,12,12,27
434,27,25,3,9,1,20,11,12,12,27,3
435,25,3,9,1,20,11,12,12,27,3,1
436,3,9,1,20,11,12,12,27,3,1,10
437,9,1,20,11,12,12,27,3,1,10,5
438,1,20,11,12,12,27,3,1,10,5,10
439,20,11,12,12,27,3,1,10,5,10,50
440,11,12,12,27,3,1,10,5,10,50,7
441,12,12,27,3,1,10,5,10,50,7,25
442,12,27,3,1,10,5,10,50,7,25,35
443,27,3,1,10,5,10,50,7,25,35,31
444,3,1,10,5,10,50,7,25,35,31,26
445,1,10,5,10,50,7,25,35,31,26,8
446,10,5,10,50,7,25,35,31,26,8,22
447,5,10,50,7,25,35,31,26,8,22,32
448,10,50,7,25,35,31,26,8,22,32,0
449,50,7,25,35,31,26,8,22,32,0,23
450,7,25,35,31,26,8,22,32,0,23,3
451,25,35,31,26,8,22,32,0,23,3,21
452,35,31,26,8,22,32,0,23,3,21,3
453,31,26,8,22,32,0,23,3,21,3,1
454,26,8,22,32,0,23,3,21,3,1,0
455,8,22,32,0,23,3,21,3,1,0,48
456,22,32,0,23,3,21,3,1,0,48,12
457,32,0,23,3,21,3,1,0,48,12,17
458,0,23,3,21,3,1,0,48,12,17,31
459,23,3,21,3,1,0,48,12,17,31,36
460,3,21,3,1,0,48,12,17,31,36,29
461,21,3,1,0,48,12,17,31,36,29,8
462,3,1,0,48,12,17,31,36,29,8,47
463,1,0,48,12,17,31,36,29,8,47,16
464,0,48,12,17,31,36,29,8,47,16,23
465,48,12,17,31,36,29,8,47,16,23,19
466,12,17,31,36,29,8,47,16,23,19,9
467,17,31,36,29,8,47,16,23,19,9,3
468,31,36,29,8,47,16,23,19,9,3,1
469,36,29,8,47,16,23,19,9,3,1,7
470,29,8,47,16,23,19,9,3,1,7,17
471,8,47,16,23,19,9,3,1,7,17,9
472,47,16,23,19,9,3,1,7,17,9,27
473,16,23,19,9,3,1,7,17,9,27,0
474,23,19,9,3,1,7,17,9,27,0,3
475,19,9,3,1,7,17,9,27,0,3,4
476,9,3,1,7,17,9,27,0,3,4,22
477,3,1,7,17,9,27,0,3,4,22,0
478,1,7,17,9,27,0,3,4,22,0,29
479,7,17,9,27,0,3,4,22,0,29,1
480,17,9,27,0,3,4,22,0,29,1,5
481,9,27,0,3,4,22,0,29,1,5,7
482,27,0,3,4,22,0,29,1,5,7,36
483,0,3,4,22,0,29,1,5,7,36,13
484,3,4,22,0,29,1,5,7,36,13,44
485,4,22,0,29,1,5,7,36,13,44,1
486,22,0,29,1,5,7,36,13,44,1,12
487,24,17,83,0,41,26,18,10,3,50,18
488,17,83,0,41,26,18,10,3,50,18,6
489,83,0,41,26,18,10,3,50,18,6,6
490,0,41,26,18,10,3,50,18,6,6,6
491,41,26,18,10,3,50,18,6,6,6,43
492,26,18,10,3,50,18,6,6,6,43,7
493,18,10,3,50,18,6,6,6,43,7,34
494,10,3,50,18,6,6,6,43,7,34,3
495,3,50,18,6,6,6,43,7,34,3,10
496,50,18,6,6,6,43,7,34,3,10,104
497,18,6,6,6,43,7,34,3,10,104,0
498,6,6,6,43,7,34,3,10,104,0,20
499,6,6,43,7,34,3,10,104,0,20,31
500,6,43,7,34,3,10,104,0,20,31,11
501,43,7,34,3,10,104,0,20,31,11,7
502,7,34,3,10,104,0,20,31,11,7,11
503,34,3,10,104,0,20,31,11,7,11,57
504,3,10,104,0,20,31,11,7,11,57,9
505,10,104,0,20,31,11,7,11,57,9,53
506,104,0,20,31,11,7,11,57,9,53,67
507,0,20,31,11,7,11,57,9,53,67,16
508,20,31,11,7,11,57,9,53,67,16,14
509,31,11,7,11,57,9,53,67,16,14,55
510,11,7,11,57,9,53,67,16,14,55,8
511,7,11,57,9,53,67,16,14,55,8,38
512,11,57,9,53,67,16,14,55,8,38,50
513,14,18,12,14,14,3,29,95,31,53,3
514,18,12,14,14,3,29,95,31,53,3,23
515,12,14,14,3,29,95,31,53,3,23,15
516,14,14,3,29,95,31,53,3,23,15,12
517,14,3,29,95,31,53,3,23,15,12,12
518,3,29,95,31,53,3,23,15,12,12,42
519,29,95,31,53,3,23,15,12,12,42,127
520,95,31,53,3,23,15,12,12,42,127,50
521,31,53,3,23,15,12,12,42,127,50,18
522,53,3,23,15,12,12,42,127,50,18,35
523,3,23,15,12,12,42,127,50,18,35,31
524,23,15,12,12,42,127,50,18,35,31,6
525,15,12,12,42,127,50,18,35,31,6,5
526,12,12,42,127,50,18,35,31,6,5,11
527,12,42,127,50,18,35,31,6,5,11,2
528,42,127,50,18,35,31,6,5,11,2,32
529,127,50,18,35,31,6,5,11,2,32,1
530,50,18,35,31,6,5,11,2,32,1,2
531,18,35,31,6,5,11,2,32,1,2,89
532,35,31,6,5,11,2,32,1,2,89,16
533,31,6,5,11,2,32,1,2,89,16,31
534,6,5,11,2,32,1,2,89,16,31,74
535,5,11,2,32,1,2,89,16,31,74,10
536,11,2,32,1,2,89,16,31,74,10,50
537,2,32,1,2,89,16,31,74,10,50,31
538,32,1,2,89,16,31,74,10,50,31,33
539,1,2,89,16,31,74,10,50,31,33,19
540,2,89,16,31,74,10,50,31,33,19,113
541,89,16,31,74,10,50,31,33,19,113,0
542,16,31,74,10,50,31,33,19,113,0,28
543,31,74,10,50,31,33,19,113,0,28,6
544,74,10,50,31,33,19,113,0,28,6,24
545,10,50,31,33,19,113,0,28,6,24,52
546,50,31,33,19,113,0,28,6,24,52,35
547,31,33,19,113,0,28,6,24,52,35,42
548,33,19,113,0,28,6,24,52,35,42,12
549,19,113,0,28,6,24,52,35,42,12,5
550,113,0,28,6,24,52,35,42,12,5,0
551,0,28,6,24,52,35,42,12,5,0,26
552,28,6,24,52,35,42,12,5,0,26,3
553,6,24,52,35,42,12,5,0,26,3,55
554,24,52,35,42,12,5,0,26,3,55,13
555,52,35,42,12,5,0,26,3,55,13,37
556,35,42,12,5,0,26,3,55,13,37,21
557,42,12,5,0,26,3,55,13,37,21,53
558,12,5,0,26,3,55,13,37,21,53,59
559,5,0,26,3,55,13,37,21,53,59,14
560,0,26,3,55,13,37,21,53,59,14,23
561,26,3,55,13,37,21,53,59,14,23,18
562,3,55,13,37,21,53,59,14,23,18,40
563,55,13,37,21,53,59,14,23,18,40,8
564,13,37,21,53,59,14,23,18,40,8,2
565,37,21,53,59,14,23,18,40,8,2,5
566,21,53,59,14,23,18,40,8,2,5,34
567,53,59,14,23,18,40,8,2,5,34,39
568,59,14,23,18,40,8,2,5,34,39,24
569,14,23,18,40,8,2,5,34,39,24,1
570,23,18,40,8,2,5,34,39,24,1,26
571,18,40,8,2,5,34,39,24,1,26,19
572,40,8,2,5,34,39,24,1,26,19,55
573,8,2,5,34,39,24,1,26,19,55,25
574,2,5,34,39,24,1,26,19,55,25,5
575,5,34,39,24,1,26,19,55,25,5,10
576,34,39,24,1,26,19,55,25,5,10,10
577,39,24,1,26,19,55,25,5,10,10,41
578,24,1,26,19,55,25,5,10,10,41,1
579,1,26,19,55,25,5,10,10,41,1,2
